X1,Datetime,TweetId,Text,FoundWord,start_text,end_text,country_predicted,country_conf,admin1,lat,lon,country_code3,geonameid,place_name,feature_class,feature_code
1187,2021-02-19 23:50:47+00:00,1362912547913957380,'Ice Cream' Dance Performance in Zepeto has surpassed 100M views on YouTube. Omg congratulations my queen @BLACKPINK and @selenagomez 🎉🎊💅 https://t.co/FoQXwWzgqq,Zepeto,33,39,MEX,0.5339667797088623,,,,,,,,
1188,2021-02-19 23:50:47+00:00,1362912546164908033,"AOC &amp; Beto have done more to support Texans than the GOP governor &amp; senator have. 

AOC &amp; Beto didn't leave any dogs to freeze. 
Neither fled to Cancun. 
They're just doing their jobs. AND Republicans' jobs, too 

#FledCruzResign #BetoCaresAboutTexans #AOC
https://t.co/VH1L9DV8pJ",Cancun,157,163,MEX,0.9571880102157593,Quintana Roo,21.17429,-86.84656,MEX,3531673,Cancún,P,PPL
1189,2021-02-19 23:50:47+00:00,1362912545863065601,Ice has melted. in #Travis on Manchaca Rd NB at W Slaughter Ln #ATXtraffic https://t.co/8laei8iLor,W Slaughter Ln #,48,64,TUR,0.24821266531944275,,,,,,,,
1190,2021-02-19 23:50:47+00:00,1362912545376452609,"@FedExHelp  Have you suspended pick up services nation wide? I have a package that was supposed to be overnighted with delivery to me today, and it never got picked up from the Distro. There are no weather issues at either the pick up or delivery locations.",Distro,177,183,FRA,0.8799221515655518,Pays de la Loire,47.22389,-0.11167,FRA,6435202,Distré,A,ADM4
1191,2021-02-19 23:50:46+00:00,1362912542302101505,"Icelandpost got my books from Reykjavik, across a literal goddam ocean in a week.

The post office was too scared to come down my driveway to drop them off because there was an inch of melting snow in the way.

Just...",Reykjavik,30,39,ISL,0.9571880102157593,Capital Region,64.13548,-21.89541,ISL,3413829,Reykjavík,P,PPLC
1192,2021-02-19 23:50:45+00:00,1362912538745311240,"@DrkWlf514 @Sterling2143 I am in a farming community in SE MO and our normal planting season is always around Easter, but was delayed last year due to a lot of rain.",Easter,110,116,CHL,0.8799221515655518,Valparaíso,-27.11667,-109.36667,CHL,4030726,Easter Island,T,ISL
1193,2021-02-19 23:50:45+00:00,1362912537046474760,@miczraza @cynfromhouston Don’t know what part of Houston you’re from but here in my area which had no power for days... THIS is EXACTLY when he’s supposed to be ON THE JOB,Houston,50,57,USA,0.9571880102157593,Texas,29.76328,-95.36327,USA,4699066,Houston,P,PPLA2
1194,2021-02-19 23:50:45+00:00,1362912536396455936,@davidmweissman He should have blamed Mexico for stealing all of our warm weather.,Mexico,38,44,MEX,0.9516947865486145,NA,23,-102,MEX,3996063,Mexico,A,PCLI
1195,2021-02-19 23:50:44+00:00,1362912535297540097,Ice has melted. in #Travis on I-35 Frontage SB at E Rundberg Ln #ATXtraffic https://t.co/8laei8iLor,I-35 Frontage SB,30,46,USA,0.24821266531944275,,,,,,,,
1196,2021-02-19 23:50:44+00:00,1362912534592806912,"Here are some songs that I think you’ll like
•mind over matter/young the giant
•way down we go/kaleo
•sweater weather/the neighborhood
•runaway/Aurora 
• mighty hands/mighty hands
•we fell in love in October/girl in red
•violet/Hole
•soap/Melanie Martinez 
Part 2??",•runaway/Aurora,135,150,USA,0.24821266531944275,,,,,,,,
1197,2021-02-19 23:50:44+00:00,1362912534592806912,"Here are some songs that I think you’ll like
•mind over matter/young the giant
•way down we go/kaleo
•sweater weather/the neighborhood
•runaway/Aurora 
• mighty hands/mighty hands
•we fell in love in October/girl in red
•violet/Hole
•soap/Melanie Martinez 
Part 2??",•soap,233,238,USA,0.5339667797088623,,,,,,,,
1198,2021-02-19 23:50:44+00:00,1362912533351444481,Ice has melted. in #Travis on I-35 Frontage SB at Woodland Ave #ATXtraffic https://t.co/8laei8iLor,I-35 Frontage SB,30,46,USA,0.24821266531944275,,,,,,,,
1199,2021-02-19 23:50:43+00:00,1362912531837317122,"Slavia Praha 🇨🇿 0-0 Leicester 🏴󠁧󠁢󠁥󠁮󠁧󠁿
- Las mejores ocasiones fueron para los checos, la posesión para los Foxes. 
- Rodgers mandó un cuadro repleto de titulares (Maddison, Vardy, Tielemans, Evans y Schmeichel)
- Todo se definirá en el King Power Stadium el próximo jueves. https://t.co/cidZVc1Z2p",Slavia Praha,0,12,GEO,0.24821266531944275,,,,,,,,
1200,2021-02-19 23:50:43+00:00,1362912531837317122,"Slavia Praha 🇨🇿 0-0 Leicester 🏴󠁧󠁢󠁥󠁮󠁧󠁿
- Las mejores ocasiones fueron para los checos, la posesión para los Foxes. 
- Rodgers mandó un cuadro repleto de titulares (Maddison, Vardy, Tielemans, Evans y Schmeichel)
- Todo se definirá en el King Power Stadium el próximo jueves. https://t.co/cidZVc1Z2p",King Power Stadium,236,254,GBR,0.9637409448623657,England,52.6204,-1.14223,GBR,7646051,The King Power Stadium,S,STDM
1201,2021-02-19 23:50:43+00:00,1362912531396710403,"@Alyssa_Milano Austin, TX here, NW Hills, our grocery stores were stellar, people helping each other out, ice and snow melting, roads are more manageable, blessed to be ok 👍🏼",Austin,15,21,USA,0.9571880102157593,Texas,30.26715,-97.74306,USA,4671654,Austin,P,PPLA
1202,2021-02-19 23:50:43+00:00,1362912531396710403,"@Alyssa_Milano Austin, TX here, NW Hills, our grocery stores were stellar, people helping each other out, ice and snow melting, roads are more manageable, blessed to be ok 👍🏼",TX,23,25,USA,0.9637409448623657,Texas,32.4512,-100.3927,USA,9847837,Hampton Inn - Sweetwater. Tx,S,HTL
1203,2021-02-19 23:50:43+00:00,1362912531396710403,"@Alyssa_Milano Austin, TX here, NW Hills, our grocery stores were stellar, people helping each other out, ice and snow melting, roads are more manageable, blessed to be ok 👍🏼",NW Hills,32,40,GBR,0.8799221515655518,England,53.36592,-1.99986,GBR,2641612,New Mills,P,PPL
1204,2021-02-19 23:50:43+00:00,1362912530591588366,Ice has melted. in #Travis on I-35 Frontage SB at E Oltorf St #ATXtraffic https://t.co/8laei8iLor,I-35 Frontage SB,30,46,USA,0.24821266531944275,,,,,,,,
1205,2021-02-19 23:50:43+00:00,1362912530167914499,"@metalMarvin @IGN Microsoft bought Bethesda, not Activision/Blizzard",Bethesda,35,43,USA,0.9571880102157593,Maryland,38.98067,-77.10026,USA,4348599,Bethesda,P,PPL
1206,2021-02-19 23:50:42+00:00,1362912526283927552,Is the Brunt Ice Shelf in Antarctica on the Brink? https://t.co/KnHIIrv71j,Antarctica,26,36,ATA,0.3105928897857666,,,,,,,,
1207,2021-02-19 23:50:42+00:00,1362912526283927552,Is the Brunt Ice Shelf in Antarctica on the Brink? https://t.co/KnHIIrv71j,Brink,44,49,SWE,0.1916128695011139,,,,,,,,
1208,2021-02-19 23:50:42+00:00,1362912525923151872,"Notre Dame vs Darien | Today's Connecticut High School Ice Hockey Live Stream
To Watch Here : https://t.co/4q7OH1FejQ
The Darien (CT) varsity ice hockey team has a home non-conference game vs. Notre Dame (West Haven, CT) today @",Notre Dame,193,203,FRA,0.9571880102157593,Normandy,49.48833,1.04833,FRA,6443367,Notre-Dame-de-Bondeville,A,ADM4
1209,2021-02-19 23:50:42+00:00,1362912525923151872,"Notre Dame vs Darien | Today's Connecticut High School Ice Hockey Live Stream
To Watch Here : https://t.co/4q7OH1FejQ
The Darien (CT) varsity ice hockey team has a home non-conference game vs. Notre Dame (West Haven, CT) today @",West Haven,205,215,USA,0.9571880102157593,Connecticut,41.27385,-72.96696,USA,7160212,City of West Haven,A,ADMD
1210,2021-02-19 23:50:42+00:00,1362912525923151872,"Notre Dame vs Darien | Today's Connecticut High School Ice Hockey Live Stream
To Watch Here : https://t.co/4q7OH1FejQ
The Darien (CT) varsity ice hockey team has a home non-conference game vs. Notre Dame (West Haven, CT) today @",CT,217,219,USA,0.6353263854980469,Connecticut,41.66704,-72.66648,USA,4831725,Connecticut,A,ADM1
1211,2021-02-19 23:50:42+00:00,1362912524107210752,"@KrisSiegel We're doing okay. It seems like most of Austin has power and roads are getting better, so we're definitely on the mend.",Austin,52,58,USA,0.9571880102157593,Texas,30.26715,-97.74306,USA,4671654,Austin,P,PPLA
1212,2021-02-19 23:50:41+00:00,1362912522639208450,"i just wanna say Noatak and Tarrlok’s death was not only Tarrloks fault: Noatak has enough power to be able to sense what a body of water is doing, so he knew Tarrlok was about to blow up the boat",Tarrlok,159,166,HUN,0.9528108835220337,Pest,47.37327,18.84579,HUN,3044103,Tárnok,P,PPL
1213,2021-02-19 23:50:41+00:00,1362912521720647680,Jupiter having a domicile in a water sign is something I need to think way more carefully about. https://t.co/Cxesz8n1W9,Jupiter,0,7,USA,0.9571880102157593,Florida,26.93422,-80.09421,USA,4160610,Jupiter,P,PPL
1214,2021-02-19 23:50:40+00:00,1362912519262715906,"6 dead after winter storm hits Tennessee
https://t.co/cp2kBLumh8

( Sent from WATE 6 News )",Tennessee,31,40,USA,0.9634982943534851,Tennessee,35.75035,-86.25027,USA,4662168,Tennessee,A,ADM1
1215,2021-02-19 23:50:40+00:00,1362912518780432388,overwatch is dead guys! good job blizzard! lets give no updates for a year and then not give EVEN AN ESTIMATE to any new content. overwatch players legitimately suffer from stockholm syndrome with this shit.,stockholm,173,182,SWE,0.9571880102157593,Stockholm,59.5,18,SWE,2673722,Stockholm,A,ADM1
1216,2021-02-19 23:50:39+00:00,1362912511545212930,@GFizeek @_dennis_system @mlbandy They are songs that existed and were played frequently in 1.0 - Sand is one of the most well known jam vehicles of 99 and Moma is a development of the late 90s funk,@GFizeek,0,8,,0.0,,,,,,,,
1217,2021-02-19 23:50:39+00:00,1362912511545212930,@GFizeek @_dennis_system @mlbandy They are songs that existed and were played frequently in 1.0 - Sand is one of the most well known jam vehicles of 99 and Moma is a development of the late 90s funk,1.0 - Sand,92,102,ARE,0.28868943452835083,,,,,,,,
1218,2021-02-19 23:50:39+00:00,1362912511541051392,"@gretchenwhitmer When I lived in the midwest, I pronounced it Meijer's exclusively and I also say pop not soda. A soda is something you get at an ice cream fountain with ice cream, soda water whipped cream and chocolate syrup.",midwest,37,44,USA,0.9637409448623657,Oklahoma,35.44951,-97.3967,USA,4542765,Midwest City,P,PPL
1219,2021-02-19 23:50:38+00:00,1362912509833830403,@dr9ws you eating ice sandwhiches out there in texas rn shuddup,texas,47,52,USA,0.9571880102157593,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1220,2021-02-19 23:50:38+00:00,1362912508865036288,"Just a week earlier, I was the only one who liked Samoa’s, but now they’re gone. No power for 3 days, I bet them caramel delites did start tasting good smh.",Samoa,50,55,WSM,0.9516947865486145,NA,-13.8,-172.13333,WSM,4034894,Independent State of Samoa,A,PCLI
1221,2021-02-19 23:50:38+00:00,1362912508156252167,"@Trainwreckstv ayo i don't have running water either, someone pick me up and do the same, i won't be giving you shit though 👍👍",👍,124,125,,0.0,,,,,,,,
1222,2021-02-19 23:50:38+00:00,1362912506994384901,@NPR @umanoid $9 for a pack of water in galveston.... they should be charged.,galveston,40,49,USA,0.9571880102157593,Texas,29.37997,-94.86267,USA,4692856,Galveston County,A,ADM2
1223,2021-02-19 23:50:37+00:00,1362912504679137303,"@flinderdude @SquawkCNBC I heard something about rolling blackouts in Tulsa a couple days ago but, if they happened, they happened while I was asleep.   Most of OK's issues that I've heard of are with the water pipes not the electric grid.",Tulsa,70,75,USA,0.9571880102157593,Oklahoma,36.12108,-95.94148,USA,4553440,Tulsa County,A,ADM2
1224,2021-02-19 23:50:36+00:00,1362912501638123525,ついった始めてから10年がたっていた…( ºωº ),ついった始めてから10年がたっていた,0,18,CAN,0.5714737176895142,,,,,,,,
1225,2021-02-19 23:50:36+00:00,1362912499897614340,#Celtics uncertain if they’ll make the Dallas trip amid Texas deep freeze emergency. https://t.co/ZDVmQeORqJ,Dallas,39,45,USA,0.9634982943534851,Texas,32.76663,-96.77787,USA,4684904,Dallas County,A,ADM2
1226,2021-02-19 23:50:36+00:00,1362912499897614340,#Celtics uncertain if they’ll make the Dallas trip amid Texas deep freeze emergency. https://t.co/ZDVmQeORqJ,Texas,56,61,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1227,2021-02-19 23:50:36+00:00,1362912499377479682,"@moka1122aph ありがとうございます！では早速お言葉に甘えてタメで失礼します🙇🙇
ばんゆーってよく呼ばれるけどなんでも大丈夫だよー！好きに呼んで欲しい✨
私はモカちゃんって呼んでもいいかなー？",私はモカちゃんって呼んでもいいかなー,82,100,BIH,0.9221303462982178,Republic of Srspka,44.77842,17.19386,BIH,3204541,Banja Luka,P,PPLA
1228,2021-02-19 23:50:35+00:00,1362912496928063488,"They have chronic illnesses. Then, the power went out in Texas. 'It's been emotionally exhausting.' https://t.co/a4guvwnf2g via @Yahoo",Texas,57,62,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1229,2021-02-19 23:50:34+00:00,1362912491060137985,"@lauferlaw @Tio_Stephen Sorry. I saw DQ and I thought ""oreo blizzard"" for a moment, then I saw what the topic was about. How I could go for a DQ treat once it gets back to 70 in TX in a few days, assuming the local one isn't damaged 😉",TX,178,180,USA,0.9637409448623657,Texas,32.4512,-100.3927,USA,9847837,Hampton Inn - Sweetwater. Tx,S,HTL
1230,2021-02-19 23:50:33+00:00,1362912489126563840,#Texas needs power! https://t.co/hmRHnfGhpq,Texas,1,6,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1231,2021-02-19 23:50:33+00:00,1362912489021861895,"On a normal day, the Houston Society for the Prevention of Cruelty to Animals gets 25-30 calls reporting animal cruelty.

But since Texas has faced winter storms, and power and water outages, the organization says calls have spiked to around 150 per day. https://t.co/ezqmM3IM7Y",Texas,132,137,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1232,2021-02-19 23:50:33+00:00,1362912487079698433,"@theodorecorgi @gtconway3dg It’s fun to watch a dog enjoying snow. We don’t get snow (except every 50 years or so) here in Los Angels and my dog wouldn’t have any of that. Heck, she won’t walk on the grass when it’s wet, much less snow.",Los Angels,123,133,MEX,0.28868943452835083,,,,,,,,
1233,2021-02-19 23:50:33+00:00,1362912486631047169,"It’s been 347 days since NJ declared a statewide health emergency because of #COVID19–tomorrow is day 20 with snow on the ground in Princeton—not gonna lie, wish I was in Hawai'i, but so grateful for all my #PrincetonU teammates who helped us get through another week. https://t.co/XLt2rW0Cna",NJ,25,27,THA,0.28868943452835083,,,,,,,,
1234,2021-02-19 23:50:33+00:00,1362912486631047169,"It’s been 347 days since NJ declared a statewide health emergency because of #COVID19–tomorrow is day 20 with snow on the ground in Princeton—not gonna lie, wish I was in Hawai'i, but so grateful for all my #PrincetonU teammates who helped us get through another week. https://t.co/XLt2rW0Cna",Princeton,132,141,USA,0.9571880102157593,New Jersey,40.34872,-74.65905,USA,5102922,Princeton,P,PPL
1235,2021-02-19 23:50:33+00:00,1362912486631047169,"It’s been 347 days since NJ declared a statewide health emergency because of #COVID19–tomorrow is day 20 with snow on the ground in Princeton—not gonna lie, wish I was in Hawai'i, but so grateful for all my #PrincetonU teammates who helped us get through another week. https://t.co/XLt2rW0Cna",Hawai'i,171,178,USA,0.9048774242401123,Hawaii,20.75028,-156.50028,USA,5855797,Hawaii,A,ADM1
1236,2021-02-19 23:50:33+00:00,1362912486387830784,@alebak @MonicaCirujana JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA,@alebak,0,7,MMR,0.5714737176895142,,,,,,,,
1237,2021-02-19 23:50:31+00:00,1362912481639768068,"Electronic shortage in Texas, US is on the day 4 bringibg many millions in the blackout and left in the harsh cold weather.",Texas,23,28,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1238,2021-02-19 23:50:31+00:00,1362912481434169344,Celebrating in north TX that it hit 40F and snow and ice on roads melted. End of this crazy week called for some @Whataburger https://t.co/3ZVE3frzFw,north TX,15,23,USA,0.9637409448623657,Texas,30.3446,-97.6971,USA,6503973,Super 8 Austin North Tx,S,HTL
1239,2021-02-19 23:50:31+00:00,1362912478351355904,"今朝は椅子も変えて
低反発なものを
椅子の座面と背中に
疲れが全然違う♪

MTV FLS
チャットリクエスト中です
Grandeur * Snow Man",今朝は椅子も変えて,0,9,JPN,0.5714737176895142,,,,,,,,
1240,2021-02-19 23:50:31+00:00,1362912478351355904,"今朝は椅子も変えて
低反発なものを
椅子の座面と背中に
疲れが全然違う♪

MTV FLS
チャットリクエスト中です
Grandeur * Snow Man",低反発なものを,10,17,JPN,0.9528108835220337,Okinawa,26.5,127.93333,JPN,1854345,Okinawa,A,ADM1
1241,2021-02-19 23:50:31+00:00,1362912478351355904,"今朝は椅子も変えて
低反発なものを
椅子の座面と背中に
疲れが全然違う♪

MTV FLS
チャットリクエスト中です
Grandeur * Snow Man",椅子の座面と背中に,18,27,CHN,0.9221303462982178,NA,35,105,CHN,1814991,People’s Republic of China,A,PCLI
1242,2021-02-19 23:50:29+00:00,1362912472089333760,@RealJamesWoods That was my family this last week during the freeze in Texas 😂,Texas,71,76,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1243,2021-02-19 23:50:28+00:00,1362912467815456768,Check it out! Win a Storm Chasers Home Jersey!!! #ChasersFamily #stormysweepstakes @kcroyals https://t.co/2mzjhhJxEM,Jersey,39,45,USA,0.7178229093551636,Illinois,39.08566,-90.35668,USA,4241818,Jersey County,A,ADM2
1244,2021-02-19 23:50:28+00:00,1362912467794288640,"@jsolomonReports Good glad she has the power to help others.  I don't support her politically on most things, but when I see good works I applaud good works. Well done Alexandria.",Alexandria,168,178,EGY,0.9048774242401123,Alexandria,31.20176,29.91582,EGY,361058,Alexandria,P,PPLA
1245,2021-02-19 23:50:26+00:00,1362912459451867136,"@4YrsToday TX grid failure has ignited a feud b/n the ""I told you so"" Dems &amp; GOP over their energy supply decision. TX has avoided federal regulation by having its own power grid 

So the system collapsed from a surge in energy demand coupled w/ frozen utility plants during a winter storm🙄",TX,11,13,USA,0.9637409448623657,Texas,32.4512,-100.3927,USA,9847837,Hampton Inn - Sweetwater. Tx,S,HTL
1246,2021-02-19 23:50:26+00:00,1362912459451867136,"@4YrsToday TX grid failure has ignited a feud b/n the ""I told you so"" Dems &amp; GOP over their energy supply decision. TX has avoided federal regulation by having its own power grid 

So the system collapsed from a surge in energy demand coupled w/ frozen utility plants during a winter storm🙄",TX,120,122,USA,0.9637409448623657,Texas,32.4512,-100.3927,USA,9847837,Hampton Inn - Sweetwater. Tx,S,HTL
1247,2021-02-19 23:50:26+00:00,1362912459393273865,@FoxNews I live in the Texas Coastal Plains and I'm telling you that climate catastrophes have begun. We experience super hurricanes &amp; now a super snow storm that has created the same damage as a hurricane does but with snow and ice making driving impossible for most.,Texas Coastal Plains,23,43,USA,0.24821266531944275,,,,,,,,
1248,2021-02-19 23:50:26+00:00,1362912458978033668,@ECrustius @WSJ Or Texas only sees a winter storm like this every other decade or longer so they build everything with extreme heat in mind and not cold.,Texas,19,24,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1249,2021-02-19 23:50:25+00:00,1362912454078996485,"PSA - City of #Waco laundromats and car washes have been closed, for now, in an effort to conserve water. https://t.co/6oDsBT64cP",Waco,15,19,USA,0.9571880102157593,Texas,31.54933,-97.14667,USA,4739526,Waco,P,PPLA2
1250,2021-02-19 23:50:24+00:00,1362912451579289603,@b2savage @JasonMillerinDC Texas weather is unlike Antarctica or Alaska. Wind turbines froze. Any doubts?,Texas,27,32,USA,0.958710253238678,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1251,2021-02-19 23:50:24+00:00,1362912451579289603,@b2savage @JasonMillerinDC Texas weather is unlike Antarctica or Alaska. Wind turbines froze. Any doubts?,Antarctica,51,61,ATA,0.2947218418121338,,,,,,,,
1252,2021-02-19 23:50:24+00:00,1362912451579289603,@b2savage @JasonMillerinDC Texas weather is unlike Antarctica or Alaska. Wind turbines froze. Any doubts?,Alaska,65,71,USA,0.958710253238678,Alaska,64.00028,-150.00028,USA,5879092,Alaska,A,ADM1
1253,2021-02-19 23:50:23+00:00,1362912446457946113,"https://t.co/GfPXh5TQwT
Texas Governor, Greg Abbott on TX Power Grid during Winter freezing Storm",Texas,24,29,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1254,2021-02-19 23:50:22+00:00,1362912442532196353,"@tedcruz Imagine leaving your people to freeze to death and then throwing your *daughters* under the bus for your pre-meditated bad behavior.

This is the man who helped incite an insurrection and tried to suppress our votes.

His character and judgement are in question.

#ResignTedCruz❄️ https://t.co/7JdBHjCOeu",❄,287,288,MDA,0.24821266531944275,,,,,,,,
1255,2021-02-19 23:50:21+00:00,1362912437515800578,"Power Ranking the Deli Meats:

1. Honey Ham
2. Roast Beef
3. Buffalo Chicken
4. Turkey 
5. Bologna",Turkey,80,86,TUR,0.9516947865486145,NA,39,35,TUR,298795,Republic of Turkey,A,PCLI
1256,2021-02-19 23:50:21+00:00,1362912436936994822,@KaylaBoucherr in a twisted way you actually cheered me up by noting the marketing crazy culture America has become. But that you see through it I think gives you power to excell whereever your curiosity will take you :-),America,97,104,USA,0.9516947865486145,Wyoming,41.54357,-109.85903,USA,5830444,Little America,P,PPL
1257,2021-02-19 23:50:20+00:00,1362912435494027265,"@charliekirk11 TUNA Charlie azz-kissing KKKirk11, did you forget Puerto Rico and the paper towel shooting session?  Many people without electricity had to wait months before power was restored.  Now STFU and STFD, AZZHOLE! https://t.co/Ibq2l61CUH",Puerto Rico,65,76,PRI,0.3105928897857666,,,,,,,,
1258,2021-02-19 23:50:20+00:00,1362912431975116805,"Abate back in, and a Bohlsen sighting. Finally back to full man power, and it couldn’t have come at a better time https://t.co/CYqKwOlDFT",Bohlsen,21,28,DEU,0.9528108835220337,Lower Saxony,52.9641,10.45967,DEU,2946955,Bohlsen,P,PPL
1259,2021-02-19 23:50:19+00:00,1362912430473420804,Australia to push ahead with news law amid Facebook blackout fury https://t.co/1opRl3wPXS @AJEnglishより,Australia,0,9,AUS,0.9516947865486145,NA,-25,135,AUS,2077456,Commonwealth of Australia,A,PCLI
1260,2021-02-19 23:50:19+00:00,1362912429370343424,"@portlandgeneral This map is worthless. When will Chinook Estates in Salem, 97306 have power? The recording states almost all on my line have power as of 1:05 pm today, but I dont.",Salem,69,74,IND,0.8799221515655518,Tamil Nadu,11.69,78.29,IND,1257630,Salem,A,ADM2
1261,2021-02-19 23:50:19+00:00,1362912429307494403,Safety bags with  hi viz reflective straps #CelebsForSmallBiz Cross body Bag Bee seen at night reflective strap blue red modern zips pockets water repellent hi viz https://t.co/mbUVDtlytf via @Etsy,@Etsy,192,197,CHE,0.9221303462982178,Vaud,46.48423,6.42184,CHE,7285779,Etoy,A,ADM3
1262,2021-02-19 23:50:19+00:00,1362912429081047042,"I have yet to ever see the Pine Barrens with snow, I should take a drive down some day before all the snow melts",Pine Barrens,27,39,USA,0.9048774242401123,Wisconsin,43.20582,-90.27679,USA,5254650,Gotham Jack Pine Barrens State Natural Area,L,PRK
1263,2021-02-19 23:50:19+00:00,1362912429076848641,EXPLAINED: What is ERCOT &amp; is it to blame for Texas power outages? https://t.co/xo6LxFWNG6,Texas,50,55,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1264,2021-02-19 23:50:18+00:00,1362912426581229571,"@VMadge @perlmutations TX didn’t want to be part of the federal power grid.  They want #Liberty and #Profits for their elite more.  

Can’t have it both ways.",TX,23,25,USA,0.9637409448623657,Texas,32.4512,-100.3927,USA,9847837,Hampton Inn - Sweetwater. Tx,S,HTL
1265,2021-02-19 23:50:18+00:00,1362912423825600515,"NEW for @TexasTribune: When the power went out, Texas failed to communicate life-saving information to residents across the state. Experts described the disaster response in the state as exhibiting an ""incredible lack of planning.""  https://t.co/i3F8fZv8UU",Texas,48,53,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1266,2021-02-19 23:50:17+00:00,1362912422550503425,@minidonkeystan 🔥🔥🔥😩,🔥🔥🔥,16,19,,0.0,,,,,,,,
1267,2021-02-19 23:50:17+00:00,1362912421065748480,@charliekirk11 Yeah - where the hell is he ??  Haven’t heard a word about the suffering going on.  I say we turn off the power in the White House,White House,134,145,GBR,0.28868943452835083,,,,,,,,
1268,2021-02-19 23:50:16+00:00,1362912417320116224,"@TexasTribune Sigh. 😞 

“The Houston Chronicle reports that more than two dozen people in Harris County alone have died from events related to this week’s icy weather. And the threat is far from over. Thousands of Texans are still without electricity, food and clean water.”",Harris,90,96,USA,0.9637409448623657,Minnesota,45.58635,-92.97466,USA,5029405,Harris,P,PPL
1269,2021-02-19 23:50:16+00:00,1362912416368066560,More snow? Some lake effect snow showers and squalls will affect the Poconos and Lehigh Valley tomorrow. A few could reach Philly even though it will be predominantly sunny. ☀️❄️ @CBSPhilly https://t.co/RYNtrLGT5a,Poconos,69,76,USA,0.9637409448623657,Pennsylvania,41.02564,-75.60463,USA,5193890,Holiday Pocono,P,PPL
1270,2021-02-19 23:50:16+00:00,1362912416368066560,More snow? Some lake effect snow showers and squalls will affect the Poconos and Lehigh Valley tomorrow. A few could reach Philly even though it will be predominantly sunny. ☀️❄️ @CBSPhilly https://t.co/RYNtrLGT5a,Lehigh,81,87,USA,0.9637409448623657,Pennsylvania,40.61271,-75.59237,USA,5197646,Lehigh County,A,ADM2
1271,2021-02-19 23:50:16+00:00,1362912416368066560,More snow? Some lake effect snow showers and squalls will affect the Poconos and Lehigh Valley tomorrow. A few could reach Philly even though it will be predominantly sunny. ☀️❄️ @CBSPhilly https://t.co/RYNtrLGT5a,Philly,123,129,USA,0.9637409448623657,Pennsylvania,39.95233,-75.16379,USA,4560349,Philadelphia,P,PPLA2
1272,2021-02-19 23:50:16+00:00,1362912415185207297,We have power! And a trickle of water!!!! I hope y’all that are still without get relief soon.,y’,49,51,GBR,0.5339667797088623,,,,,,,,
1273,2021-02-19 23:50:15+00:00,1362912412555505664,Fabulous. Another benefit of moving to hybrid vehicles - onboard power generators! Texas winter storm blackout: 2021 Ford F-150 used to heat home #thinkingdifferently https://t.co/RzWP1sDyiK,Texas,83,88,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1274,2021-02-19 23:50:14+00:00,1362912408977747973,@blackiana0 @talkofthecharts @ladygaga Is rain one me and Stupid love everywhere except the us cause they're tasteless,us,92,94,FRA,0.28868943452835083,,,,,,,,
1275,2021-02-19 23:50:12+00:00,1362912401331417088,"@Barrow4Parker This is not funny! Cruz, and a lot of republicans are going down for this! Including the Governor and private water and power companies! They did not Winterize!",Winterize,165,174,,0.0,,,,,,,,
1276,2021-02-19 23:50:12+00:00,1362912399133708292,"@GomesBolt @jordan0618 Does any one fucking remember when the entire north east and half the Midwest lost power for a fucking week. If that was in winter how the fuck do you think that would've worked out, and we're used to winter🤬🥶🤯",north east,69,79,USA,0.6353263854980469,Pennsylvania,42.21337,-79.83335,USA,5203629,Borough of North East,A,ADM3
1277,2021-02-19 23:50:12+00:00,1362912399133708292,"@GomesBolt @jordan0618 Does any one fucking remember when the entire north east and half the Midwest lost power for a fucking week. If that was in winter how the fuck do you think that would've worked out, and we're used to winter🤬🥶🤯",Midwest,93,100,USA,0.9637409448623657,Oklahoma,35.44951,-97.3967,USA,4542765,Midwest City,P,PPL
